"727007";"727";"16279";"14494";"112";"25";"14357";"4297";"531";"411";"575";"-";"90";"936";"2505";"-";"-";"3237";"-";"-";"841";"920";"0";"11";"3";"-";"-";"-";"-";"-";"16050";"14458";"64";"22";"14372";"3936";"1328";"587";"1410";"-";"67";"559";"1398";"-";"-";"4310";"-";"-";"773";"-";"2";"2";"-";"-";"-";"-";"-";"-";"15692";"14083";"55";"16";"14012";"3953";"708";"1269";"1802";"-";"76";"-";"1476";"-";"-";"4128";"380";"-";"216";"-";"4";"-";"-";"-";"-";"-";"-";"-";"15100";"13419";"120";"34";"13265";"4083";"605";"1074";"854";"248";"-";"-";"1155";"294";"-";"4595";"-";"74";"278";"-";"5";"-";"-";"-";"-";"-";"-";"-";"15508";"13645";"76";"16";"13553";"3961";"1088";"1280";"771";"134";"202";"-";"1347";"-";"38";"4314";"-";"-";"415";"-";"3";"-";"-";"-";"-";"-";"-";"-";"16785";"14796";"113";"18";"14665";"3961";"1120";"1186";"1236";"267";"265";"240";"1111";"-";"-";"3604";"-";"-";"944";"423";"16";"1";"-";"194";"97";"-";"-";"-"
"730037";"730";"72749";"61241";"512";"175";"60554";"19028";"1533";"1482";"1861";"-";"610";"3855";"14226";"-";"-";"12035";"-";"-";"3981";"1834";"7";"92";"10";"-";"-";"-";"-";"-";"71837";"62037";"358";"183";"61496";"21047";"3779";"1811";"4513";"-";"421";"2277";"7365";"-";"-";"17623";"-";"-";"2650";"-";"5";"5";"-";"-";"-";"-";"-";"-";"70426";"59948";"256";"122";"59570";"19522";"1890";"4376";"5677";"-";"526";"-";"8702";"-";"-";"17194";"1115";"-";"558";"-";"10";"-";"-";"-";"-";"-";"-";"-";"69598,67";"60204,82";"424,99";"173";"59606,83";"21161,54";"2078,96";"4536,94";"2632,93";"748,98";"-";"-";"7734,88";"1507,98";"-";"17852,64";"-";"388,99";"927,98";"-";"35";"-";"-";"-";"-";"-";"-";"-";"69913,09";"58414,23";"302,77";"95,68";"58015,77";"19815,86";"3138,05";"4754,41";"2453,41";"426,45";"1053,82";"-";"7781,09";"-";"119,36";"17146,64";"-";"-";"1317";"-";"9,68";"-";"-";"-";"-";"-";"-";"-";"73385";"60239";"486";"132";"59621";"19417";"3137";"2632";"3882";"1261";"1314";"1222";"5798";"-";"-";"15374";"-";"-";"2956";"1073";"42";"4";"-";"1110";"399";"-";"-";"-"
"740017";"740";"65859";"57892";"458";"160";"57274";"14662";"2150";"2554";"2428";"-";"797";"4355";"11166";"-";"-";"13085";"-";"-";"3439";"2629";"9";"-";"-";"-";"-";"-";"-";"-";"64922";"58050";"353";"158";"57539";"14076";"5144";"2581";"5040";"-";"677";"3246";"6339";"-";"-";"17495";"-";"-";"2921";"-";"18";"2";"-";"-";"-";"-";"-";"-";"63739";"56303";"268";"122";"55913";"14413";"2356";"6171";"6109";"-";"870";"-";"6852";"-";"-";"16342";"1998";"-";"797";"-";"5";"-";"-";"-";"-";"-";"-";"-";"60512";"53676";"398";"104";"53174";"14767";"2240";"4376";"2784";"901";"-";"-";"5609";"1844";"-";"19254";"-";"357";"1028";"-";"14";"-";"-";"-";"-";"-";"-";"-";"61858";"53618";"313";"91";"53214";"12994";"4080";"5316";"2856";"496";"1423";"-";"6386";"-";"104";"18051";"-";"-";"1504";"-";"4";"-";"-";"-";"-";"-";"-";"-";"68419";"59386";"461";"140";"58785";"14665";"4108";"5309";"4428";"1052";"1841";"1439";"4507";"-";"-";"15334";"-";"-";"3108";"1645";"-";"-";"-";"900";"449";"-";"-";"-"
"741001";"741";"2928";"2491";"14";"7";"2470";"692";"57";"108";"115";"-";"7";"125";"446";"-";"-";"532";"-";"-";"203";"185";"0";"0";"0";"-";"-";"-";"-";"-";"3069";"2683";"20";"11";"2652";"611";"201";"140";"370";"-";"5";"80";"265";"-";"-";"740";"-";"-";"240";"-";"0";"0";"-";"-";"-";"-";"-";"-";"3182";"2718";"12";"3";"2703";"675";"130";"224";"391";"-";"14";"-";"327";"-";"-";"790";"72";"-";"79";"-";"1";"-";"-";"-";"-";"-";"-";"-";"3332";"2883";"41";"8";"2834";"871";"121";"262";"184";"42";"-";"-";"282";"33";"-";"940";"-";"16";"83";"-";"0";"-";"-";"-";"-";"-";"-";"-";"3231";"2680";"11";"10";"2659";"699";"217";"231";"135";"28";"21";"-";"312";"-";"10";"855";"-";"-";"151";"-";"0";"-";"-";"-";"-";"-";"-";"-";"2914";"2483";"34";"8";"2441";"638";"124";"170";"216";"34";"46";"52";"196";"-";"-";"586";"-";"-";"230";"98";"0";"1";"-";"30";"20";"-";"-";"-"
"746009";"746";"42072";"37898";"301";"68";"37529";"10262";"1849";"1144";"1517";"-";"231";"3188";"7126";"-";"-";"7889";"-";"-";"2089";"2179";"5";"38";"12";"-";"-";"-";"-";"-";"41123";"37290";"179";"73";"37038";"9428";"3772";"1473";"3116";"-";"137";"1880";"3758";"-";"-";"11653";"-";"-";"1812";"-";"2";"7";"-";"-";"-";"-";"-";"-";"39653";"35739";"144";"46";"35549";"9200";"1819";"3335";"4088";"-";"185";"-";"4145";"-";"-";"11046";"1194";"-";"531";"-";"6";"-";"-";"-";"-";"-";"-";"-";"37370,53";"33737,27";"228";"70,44";"33438,83";"9717,65";"1463,42";"2489,53";"1838,29";"581,88";"-";"-";"3458,27";"696,54";"-";"12303,48";"-";"167,55";"702,22";"-";"20";"-";"-";"-";"-";"-";"-";"-";"38736,98";"34056,23";"190,98";"68";"33797,25";"8842,69";"2809,84";"3325,87";"1749,88";"308,98";"493,95";"-";"3725,77";"-";"86,00";"11468,34";"-";"-";"977,93";"-";"8";"-";"-";"-";"-";"-";"-";"-";"44202";"39531";"282";"66";"39183";"10121";"3623";"2498";"3161";"783";"702";"1000";"3129";"-";"-";"10010";"-";"-";"2060";"1291";"40";"3";"-";"464";"298";"-";"-";"-"
"751044";"751";"241148";"209229";"1937";"606";"206686";"55622";"14829";"6266";"10778";"-";"2230";"19421";"26073";"-";"-";"32627";"-";"-";"19821";"18288";"29";"648";"54";"-";"-";"-";"-";"-";"231214";"205712";"1247";"563";"203902";"53536";"28770";"8292";"21393";"-";"1319";"10668";"15714";"-";"-";"46122";"-";"-";"17945";"-";"86";"57";"-";"-";"-";"-";"-";"-";"220942";"194212";"864";"375";"192973";"53603";"14427";"17763";"33454";"-";"1761";"-";"18139";"-";"-";"40433";"6532";"-";"6816";"-";"45";"-";"-";"-";"-";"-";"-";"-";"216340";"190293";"1047";"290";"188956";"61909";"13515";"14932";"14770";"4119";"-";"-";"17048";"4680";"-";"50366";"-";"798";"6758";"-";"61";"-";"-";"-";"-";"-";"-";"-";"219811";"188996";"1052";"298";"187646";"54938";"24359";"19155";"14099";"2097";"3379";"-";"17240";"-";"701";"42617";"-";"-";"9012";"-";"49";"-";"-";"-";"-";"-";"-";"-";"253808";"220899";"1676";"546";"218677";"49167";"31591";"12829";"22019";"3731";"4610";"7275";"10525";"-";"-";"40424";"-";"-";"21448";"10664";"248";"32";"-";"2566";"1548";"-";"-";"-"
"756002";"756";"29178";"25281";"209";"70";"25002";"5403";"515";"852";"600";"-";"518";"1359";"6871";"-";"-";"7438";"-";"-";"930";"505";"11";"-";"-";"-";"-";"-";"-";"-";"29073";"25560";"187";"76";"25297";"5463";"1525";"1199";"1510";"-";"437";"1175";"4072";"-";"-";"9213";"-";"-";"687";"-";"13";"3";"-";"-";"-";"-";"-";"-";"28748";"24982";"151";"55";"24776";"4943";"756";"2082";"1739";"-";"934";"-";"4292";"-";"-";"9459";"420";"-";"142";"-";"9";"-";"-";"-";"-";"-";"-";"-";"28363";"25021";"199";"65";"24757";"5872";"713";"1557";"682";"327";"-";"-";"3693";"1373";"-";"10186";"-";"169";"184";"-";"1";"-";"-";"-";"-";"-";"-";"-";"28469";"24098";"154";"49";"23895";"4787";"1237";"1913";"748";"210";"1238";"-";"3935";"-";"49";"9499";"-";"-";"272";"-";"7";"-";"-";"-";"-";"-";"-";"-";"29300";"24738";"215";"87";"24436";"5428";"945";"1683";"1099";"502";"1045";"543";"3015";"-";"-";"8560";"-";"-";"665";"336";"-";"-";"-";"450";"165";"-";"-";"-"
"760019";"760";"41433";"35919";"259";"92";"35568";"6830";"681";"1085";"1006";"-";"2309";"1628";"7985";"-";"-";"12330";"-";"-";"1118";"596";"0";"-";"-";"-";"-";"-";"-";"-";"41797";"37003";"231";"66";"36706";"6406";"2081";"1226";"2622";"-";"1883";"1592";"4900";"-";"-";"15143";"-";"-";"837";"-";"13";"3";"-";"-";"-";"-";"-";"-";"42002";"36633";"182";"56";"36395";"6254";"1222";"2789";"2858";"-";"2363";"-";"4939";"-";"-";"15089";"683";"-";"190";"-";"8";"-";"-";"-";"-";"-";"-";"-";"42080";"37335";"291";"79";"36965";"7619";"1015";"2254";"1189";"423";"-";"-";"3867";"3332";"-";"16767";"-";"272";"227";"-";"-";"-";"-";"-";"-";"-";"-";"-";"41795";"36066,00";"225";"64";"35777,00";"6278";"1783";"2621";"1264";"275";"3222";"-";"4443";"-";"42";"15406";"-";"-";"438";"-";"5";"-";"-";"-";"-";"-";"-";"-";"40918";"34644";"236";"66";"34342";"6668";"1207";"2063";"1586";"536";"5624";"619";"3383";"-";"-";"10858";"-";"-";"758";"396";"-";"-";"-";"477";"167";"-";"-";"-"
"766016";"766";"33766";"29829";"252";"94";"29483";"6399";"741";"655";"721";"-";"694";"2413";"8922";"-";"-";"7138";"-";"-";"1106";"664";"2";"26";"2";"-";"-";"-";"-";"-";"33357";"29879";"232";"85";"29562";"6250";"1833";"985";"1844";"-";"476";"1609";"4636";"-";"-";"11063";"-";"-";"863";"-";"1";"2";"-";"-";"-";"-";"-";"-";"32796";"28999";"171";"53";"28775";"5756";"868";"2311";"2360";"-";"531";"-";"4757";"-";"-";"11382";"621";"-";"186";"-";"3";"-";"-";"-";"-";"-";"-";"-";"31348";"28121";"255";"89";"27777";"6557";"956";"1983";"1076";"369";"-";"-";"3934";"1181";"-";"11285";"-";"159";"260";"-";"17";"-";"-";"-";"-";"-";"-";"-";"31689";"27529";"173";"47";"27309";"5342";"1496";"2083";"1205";"249";"988";"-";"4307";"-";"47";"11135";"-";"-";"448";"-";"9";"-";"-";"-";"-";"-";"-";"-";"34129";"29358";"282";"77";"28999";"6917";"1205";"1569";"1258";"695";"1390";"706";"4127";"-";"-";"9024";"-";"-";"905";"373";"18";"2";"-";"575";"235";"-";"-";"-"
"773005";"773";"16044";"13702";"82";"42";"13578";"4681";"233";"214";"265";"-";"97";"585";"2992";"-";"-";"3624";"-";"-";"637";"249";"1";"-";"-";"-";"-";"-";"-";"-";"16392";"14285";"92";"38";"14155";"4850";"766";"499";"937";"-";"125";"581";"1749";"-";"-";"4127";"-";"-";"517";"-";"4";"-";"-";"-";"-";"-";"-";"-";"16795";"14351";"82";"36";"14233";"4167";"591";"1436";"1295";"-";"135";"-";"1997";"-";"-";"4299";"200";"-";"108";"-";"3";"2";"-";"-";"-";"-";"-";"-";"17369";"15079";"129";"51";"14899";"5105";"459";"864";"515";"165";"-";"-";"1504";"380";"-";"4878";"-";"878";"151";"-";"-";"-";"-";"-";"-";"-";"-";"-";"17034";"14348";"98";"22";"14228";"4302";"839";"908";"614";"105";"290";"-";"1834";"-";"24";"5086";"-";"-";"226";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15722";"13127";"82";"27";"13018";"4938";"382";"494";"460";"176";"213";"139";"1252";"-";"-";"4084";"-";"-";"425";"152";"-";"-";"-";"215";"88";"-";"-";"-"
"779019";"779";"35619";"30437";"281";"64";"30092";"9164";"922";"893";"864";"-";"242";"1472";"6245";"-";"-";"8106";"-";"-";"1531";"644";"9";"-";"-";"-";"-";"-";"-";"-";"36009";"31480";"250";"73";"31157";"9064";"2281";"803";"2696";"-";"259";"1322";"3856";"-";"-";"9701";"-";"-";"1168";"-";"7";"0";"-";"-";"-";"-";"-";"-";"36155";"31143";"163";"69";"30911";"8721";"1431";"1660";"3120";"-";"311";"-";"4078";"-";"-";"10883";"443";"-";"262";"-";"2";"-";"-";"-";"-";"-";"-";"-";"36422";"31994";"306";"132";"31556";"10118";"1708";"2499";"1444";"339";"-";"-";"3878";"716";"-";"10299";"-";"274";"281";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36142";"30682";"182";"70";"30430";"8668";"2214";"2065";"1659";"222";"447";"-";"3816";"-";"38";"10905";"-";"-";"396";"-";"-";"-";"-";"-";"-";"-";"-";"-";"35316";"29743";"253";"65";"29425";"8879";"1826";"1728";"1681";"533";"508";"442";"2261";"-";"-";"9555";"-";"-";"971";"328";"-";"-";"-";"565";"148";"-";"-";"-"
"787004";"787";"32964";"28388";"190";"87";"28111";"8629";"525";"789";"568";"-";"398";"1181";"6069";"-";"-";"7879";"-";"-";"1388";"682";"3";"-";"-";"-";"-";"-";"-";"-";"33474";"29169";"179";"81";"28909";"8453";"1688";"1492";"1767";"-";"448";"867";"4090";"-";"-";"9031";"-";"-";"1065";"-";"8";"-";"-";"-";"-";"-";"-";"-";"33859";"29252";"132";"75";"29045";"7385";"1074";"3320";"2692";"-";"563";"-";"4143";"-";"-";"9123";"448";"-";"293";"-";"4";"0";"-";"-";"-";"-";"-";"-";"34629";"30066";"217";"84";"29765";"8582";"932";"2585";"1238";"332";"-";"-";"3524";"1306";"-";"10289";"-";"560";"417";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34162";"28924";"146";"60";"28718";"7789";"1553";"2280";"1350";"206";"991";"-";"3766";"-";"45";"10235";"-";"-";"503";"-";"-";"-";"-";"-";"-";"-";"-";"-";"32475";"27404";"153";"57";"27194";"9272";"984";"1696";"1061";"424";"677";"393";"2783";"-";"-";"7830";"-";"-";"1042";"466";"-";"-";"-";"384";"182";"-";"-";"-"
"791016";"791";"69984";"60304";"467";"203";"59634";"14821";"1766";"6019";"2632";"-";"617";"3424";"11541";"-";"-";"14249";"-";"-";"2804";"1748";"13";"-";"-";"-";"-";"-";"-";"-";"68885";"60521";"422";"201";"59898";"14378";"4872";"2083";"5238";"-";"626";"2730";"6898";"-";"-";"20772";"-";"-";"2247";"-";"50";"4";"-";"-";"-";"-";"-";"-";"67898";"58892";"305";"156";"58431";"14609";"2444";"4496";"5478";"-";"855";"-";"7335";"-";"-";"21493";"1237";"-";"474";"-";"10";"-";"-";"-";"-";"-";"-";"-";"65476,09";"57798,59";"492,50";"181,60";"57124,48";"16084,81";"2296,10";"4043,52";"2139,61";"753,31";"-";"-";"6151,04";"1570,32";"-";"23077,66";"-";"396,80";"611,30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"66240";"56471";"357";"144";"55970";"14403";"3544";"4502";"2565";"465";"1216";"-";"6530";"-";"78";"21863";"-";"-";"804";"-";"-";"-";"-";"-";"-";"-";"-";"-";"70717";"59919";"476";"207";"59236";"14983";"2969";"9940";"4581";"851";"1401";"1148";"4469";"-";"-";"14505";"-";"-";"2076";"1131";"-";"-";"-";"856";"326";"-";"-";"-"
"810070";"810";"26719";"22883";"233";"45";"22605";"6692";"550";"685";"870";"-";"228";"1145";"5129";"-";"-";"5536";"-";"-";"1283";"481";"6";"-";"-";"-";"-";"-";"-";"-";"26716";"23457";"143";"56";"23258";"7184";"1467";"1358";"1921";"-";"208";"943";"2714";"-";"-";"6607";"-";"-";"846";"-";"10";"-";"-";"-";"-";"-";"-";"-";"26595";"22911";"116";"38";"22757";"6793";"710";"2841";"2060";"-";"263";"-";"3087";"-";"-";"6451";"370";"-";"178";"-";"2";"2";"-";"-";"-";"-";"-";"-";"26629";"23269";"183";"50";"23036";"6998";"820";"2642";"1008";"323";"-";"-";"2417";"701";"-";"7587";"-";"210";"330";"-";"-";"-";"-";"-";"-";"-";"-";"-";"26542";"22521";"136";"38";"22347";"6926";"1379";"2710";"869";"141";"512";"-";"2748";"-";"43";"6646";"-";"-";"351";"-";"1";"19";"2";"-";"-";"-";"-";"-";"26974";"22597";"185";"45";"22367";"7910";"850";"1047";"1041";"431";"347";"378";"2464";"-";"-";"6254";"-";"-";"717";"308";"-";"-";"-";"419";"201";"-";"-";"-"
"813010";"813";"46797";"39304";"255";"111";"38938";"12460";"776";"806";"1041";"-";"343";"1746";"10409";"-";"-";"8590";"-";"-";"2066";"694";"7";"-";"-";"-";"-";"-";"-";"-";"47593";"40721";"168";"150";"40403";"13692";"1891";"1827";"3134";"-";"301";"1366";"5613";"-";"-";"11178";"-";"-";"1393";"-";"8";"-";"-";"-";"-";"-";"-";"-";"48208";"40338";"144";"102";"40092";"12822";"1079";"4621";"3273";"-";"376";"-";"6663";"-";"-";"10441";"542";"-";"269";"-";"4";"2";"-";"-";"-";"-";"-";"-";"49539";"41776";"271";"121";"41384";"13214";"1218";"5063";"1579";"686";"-";"-";"5276";"1313";"-";"12094";"-";"294";"647";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48687";"39720";"168";"71";"39481";"12657";"2239";"4996";"1249";"350";"867";"-";"5782";"-";"63";"10582";"-";"-";"675";"-";"2";"9";"10";"-";"-";"-";"-";"-";"46217";"37741";"254";"210";"37277";"14268";"1065";"1734";"1425";"1017";"661";"454";"4513";"-";"-";"9439";"-";"-";"1181";"442";"-";"-";"-";"794";"284";"-";"-";"-"
"820008";"820";"27703";"23101";"177";"58";"22866";"5638";"473";"950";"667";"-";"179";"1149";"6287";"-";"-";"6169";"-";"-";"936";"413";"5";"-";"-";"-";"-";"-";"-";"-";"27979";"23814";"154";"59";"23601";"5390";"1355";"1382";"2563";"-";"220";"917";"3222";"-";"-";"7921";"-";"-";"624";"-";"7";"-";"-";"-";"-";"-";"-";"-";"28299";"23741";"88";"81";"23572";"4936";"671";"4544";"2388";"-";"277";"-";"3260";"-";"-";"6955";"387";"-";"152";"-";"2";"0";"-";"-";"-";"-";"-";"-";"28693,23";"24589,33";"262,45";"90,40";"24236,49";"6014,14";"893,74";"1899,19";"807,29";"312,63";"-";"-";"2665,31";"730,45";"-";"10416,93";"-";"183,14";"313,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"28191";"23266";"128";"63";"23075";"5401";"1381";"2053";"766";"204";"550";"-";"2914";"-";"43";"9441";"-";"-";"314";"-";"3";"5";"0";"-";"-";"-";"-";"-";"27403";"22189";"156";"45";"21988";"6144";"725";"1300";"1628";"532";"336";"243";"2578";"-";"-";"7156";"-";"-";"545";"214";"-";"-";"-";"431";"156";"-";"-";"-"
"825015";"825";"1490";"1257";"6";"4";"1247";"350";"25";"17";"27";"-";"19";"42";"368";"-";"-";"297";"-";"-";"67";"35";"0";"-";"-";"-";"-";"-";"-";"-";"1574";"1353";"3";"5";"1345";"377";"79";"49";"93";"-";"9";"37";"256";"-";"-";"382";"-";"-";"63";"-";"0";"-";"-";"-";"-";"-";"-";"-";"1606";"1383";"2";"4";"1377";"371";"46";"110";"109";"-";"28";"-";"263";"-";"-";"405";"26";"-";"19";"-";"0";"0";"-";"-";"-";"-";"-";"-";"1759";"1518";"13";"12";"1493";"387";"59";"129";"59";"21";"-";"-";"207";"65";"-";"536";"-";"7";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1699";"1379";"6";"3";"1370";"346";"70";"107";"52";"11";"52";"-";"242";"-";"2";"460";"-";"-";"28";"-";"0";"0";"0";"-";"-";"-";"-";"-";"1494";"1229";"7";"1";"1221";"353";"36";"77";"45";"19";"25";"10";"228";"-";"-";"316";"-";"-";"70";"15";"-";"-";"-";"18";"9";"-";"-";"-"
"840010";"840";"21190";"18672";"146";"45";"18481";"5172";"730";"477";"531";"-";"124";"1247";"4122";"-";"-";"4661";"-";"-";"897";"515";"5";"-";"-";"-";"-";"-";"-";"-";"20995";"18654";"97";"41";"18516";"5138";"1438";"1037";"1469";"-";"129";"916";"2120";"-";"-";"5595";"-";"-";"668";"-";"6";"-";"-";"-";"-";"-";"-";"-";"20815";"18249";"76";"37";"18136";"4754";"842";"2435";"1573";"-";"172";"-";"2307";"-";"-";"5395";"439";"-";"211";"-";"5";"3";"-";"-";"-";"-";"-";"-";"20523";"18119";"136";"45";"17938";"5121";"758";"1349";"678";"297";"-";"-";"1811";"421";"-";"7039";"-";"80";"384";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20693";"17825";"88";"28";"17709";"4744";"1334";"1762";"678";"148";"313";"-";"2027";"-";"36";"6288";"-";"-";"373";"-";"2";"2";"2";"-";"-";"-";"-";"-";"21692";"18789";"133";"37";"18619";"5842";"1120";"899";"960";"339";"261";"361";"1710";"-";"-";"5674";"-";"-";"672";"384";"-";"-";"-";"246";"151";"-";"-";"-"
"846008";"846";"31709";"26694";"244";"42";"26408";"7757";"761";"589";"805";"-";"195";"1504";"6479";"-";"-";"6160";"-";"-";"1427";"714";"17";"-";"-";"-";"-";"-";"-";"-";"31830";"27255";"200";"52";"27003";"8227";"1715";"1311";"1964";"-";"233";"1189";"3522";"-";"-";"7856";"-";"-";"979";"-";"7";"-";"-";"-";"-";"-";"-";"-";"31653";"27041";"115";"61";"26865";"7478";"974";"3429";"2540";"-";"254";"-";"3798";"-";"-";"7647";"516";"-";"222";"-";"5";"2";"-";"-";"-";"-";"-";"-";"30924,68";"26809,08";"210,05";"74";"26525,03";"8855,04";"895,15";"1880,29";"901,10";"329,06";"-";"-";"2915,65";"616,23";"-";"9581,41";"-";"175,06";"373,04";"-";"3";"-";"-";"-";"-";"-";"-";"-";"31033";"25916";"140";"53";"25723";"7947";"1664";"2537";"906";"211";"483";"-";"3169";"-";"54";"8335";"-";"-";"412";"-";"3";"1";"1";"-";"-";"-";"-";"-";"31745";"26166";"207";"47";"25912";"8795";"1270";"1384";"1170";"483";"369";"494";"2787";"-";"-";"7202";"-";"-";"968";"376";"-";"-";"-";"407";"207";"-";"-";"-"
"849015";"849";"29126";"24924";"169";"39";"24716";"7659";"494";"474";"643";"-";"195";"1240";"6140";"-";"-";"6240";"-";"-";"1059";"567";"5";"-";"-";"-";"-";"-";"-";"-";"29119";"25340";"151";"63";"25126";"8053";"1394";"1277";"2017";"-";"232";"895";"3337";"-";"-";"7100";"-";"-";"812";"-";"9";"-";"-";"-";"-";"-";"-";"-";"29076";"24882";"105";"54";"24723";"7341";"733";"3073";"2213";"-";"360";"-";"3631";"-";"-";"6847";"359";"-";"162";"-";"4";"0";"-";"-";"-";"-";"-";"-";"29142";"25261";"247";"74";"24940";"7758";"1047";"2202";"907";"327";"-";"-";"2661";"822";"-";"8674";"-";"189";"353";"-";"-";"-";"-";"-";"-";"-";"-";"-";"29001";"24499";"138";"40";"24321";"7378";"1573";"2445";"799";"202";"686";"-";"3049";"-";"36";"7768";"-";"-";"375";"-";"2";"7";"1";"-";"-";"-";"-";"-";"29127";"24203";"163";"53";"23987";"8391";"815";"1020";"997";"686";"391";"408";"2689";"-";"-";"7001";"-";"-";"653";"357";"-";"-";"-";"380";"199";"-";"-";"-"
"851038";"851";"157433";"132941";"1292";"430";"131219";"40383";"5702";"2938";"5172";"-";"1168";"10034";"23294";"-";"-";"27002";"-";"-";"10470";"5022";"34";"-";"-";"-";"-";"-";"-";"-";"151407";"131201";"751";"311";"130139";"40358";"11258";"6893";"12910";"-";"845";"5906";"13549";"-";"-";"30368";"-";"-";"7993";"-";"59";"-";"-";"-";"-";"-";"-";"-";"148334";"126735";"577";"278";"125880";"40585";"6090";"16842";"15652";"-";"975";"-";"15502";"-";"-";"25454";"2615";"-";"2116";"-";"38";"11";"-";"-";"-";"-";"-";"-";"146406";"125016";"883";"264";"123869";"41567";"6227";"11082";"7362";"2479";"-";"-";"13698";"2911";"-";"34634";"-";"574";"3335";"-";"-";"-";"-";"-";"-";"-";"-";"-";"146871";"123425";"645";"221";"122559";"40536";"11356";"13690";"6574";"1243";"2053";"-";"13774";"-";"310";"29356";"-";"-";"3610";"-";"37";"11";"9";"-";"-";"-";"-";"-";"163111";"136040";"1146";"269";"134625";"45011";"9800";"5930";"8952";"2359";"1786";"3657";"9652";"-";"-";"31807";"-";"-";"8098";"3982";"-";"-";"-";"2293";"1298";"-";"-";"-"
"860022";"860";"49589";"42024";"304";"119";"41601";"11542";"1070";"2214";"1519";"-";"384";"1934";"9871";"-";"-";"9766";"-";"-";"2329";"963";"9";"-";"-";"-";"-";"-";"-";"-";"50101";"43265";"259";"82";"42924";"12017";"2665";"3046";"3915";"-";"377";"1585";"5105";"-";"-";"12521";"-";"-";"1679";"-";"14";"-";"-";"-";"-";"-";"-";"-";"50196";"42601";"160";"128";"42313";"11604";"1596";"6832";"4182";"-";"442";"-";"5602";"-";"-";"11013";"680";"-";"352";"-";"6";"4";"-";"-";"-";"-";"-";"-";"51014";"43659";"302";"148";"43209";"12453";"1864";"5926";"1644";"1001";"-";"-";"4410";"1407";"-";"13551";"-";"231";"722";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50512";"42078";"194";"103";"41781";"11514";"3192";"6624";"1479";"522";"953";"-";"4882";"-";"74";"11768";"-";"-";"753";"-";"2";"10";"8";"-";"-";"-";"-";"-";"48991";"40608";"296";"124";"40188";"13147";"1558";"2518";"1966";"976";"665";"504";"4078";"-";"-";"11609";"-";"-";"1550";"572";"-";"-";"-";"756";"289";"-";"-";"-"